d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC,ID,fit_ID
-1.8247361605620163,-1.9668843376830263,1.9665883959157928,-1.9995015554854583,-1.9906473160968041,-1.7849930764427,-1.9979454302192559,-1.9207463123073985,-1.9422231517207929,6835953,1
-1.981604383854382,-1.9624533874430172,1.764682088640041,-1.8796892713084339,1.909706460837783,-1.9749795853546286,-0.19449996479313741,-1.9335548421368003,1.9791923985166766,6867400,2
-1.9509432509907867,1.9649876115591631,-0.28348708569029457,1.9935475446466324,1.9966212466562159,-1.970725585932834,1.9899621730495594,-1.9932518112010347,-1.962449800816182,6867421,3
1.6211751881273297,-0.11042143430399397,1.9838488882618517,-1.9860809861794886,1.670813037004143,-1.957290808332416,-0.19442027101507092,-1.9785010089478692,1.9114622061130313,6867427,4
1.9671996108816987,-1.663335359247549,-1.7185229053984834,-1.9112270190969018,1.9815712920531938,-1.9911010217903848,-0.21123923102837536,1.9894776021421439,1.9484257288491542,6867432,5
-1.8539996110087698,1.7159769611576747,-0.7595646965658791,1.4502899451312772,-1.8185761337587152,1.9139397015953894,0.13575514738029776,-1.4540140446607006,1.813625231832814,6867584,6
1.0039250573650096,1.8627522777957357,1.9980513806791407,1.9885601645190618,1.9053872718884624,-1.6052134801215294,-1.214734269599083,1.9952948051025312,-1.8827825839050898,6867785,7
1.9080686176980914,0.41637080068748183,1.8416649985775293,-1.981532340108211,0.42711957091234193,1.992395016107587,-1.9732312494499633,1.9811216621842995,-0.4240178419924522,6867792,8
0.10731761114411342,-1.8479416448142043,1.967346693235171,-1.853420329876028,-1.980948259580226,-1.9858837919876307,1.9711545785962579,1.909659400584233,-1.028450122308198,6867816,9
-1.9178950313132637,-0.7111954354004353,1.9992310587408963,0.7875823030558089,-1.4844627524881813,-1.7622813413742056,-1.9372837573289872,1.9011223442552576,1.9747116198339703,6868120,10
-1.9600267694831264,1.9870670461090991,-0.622360697139855,1.9848816949972514,-1.2725525377318263,-1.092080696213571,1.933792965721487,-1.9544789490225094,-1.8892486840486526,6868134,11
1.880749825961155,1.7226804535031022,-1.920361892901263,-0.8578971343165509,1.944551031538307,-1.9057563337103693,-1.9643040609860045,-1.7067302925748875,-1.9780040634923635,6868169,12
1.999889847585789,-1.961051812151996,1.9934486840111385,-0.7777515098156246,-1.964919108476472,1.8901735284588799,-1.8401249520125087,-1.9591069073759881,-1.290364050411353,6879240,100
1.9987668614562262,-1.8155267176210272,-1.968537313178937,-1.9960594630662762,0.4955504857104021,1.9772903854153303,-1.9381813452103607,-1.2271004354421886,-0.2084933129065888,6879351,101
1.993729143646629,1.95103697962033,-1.9431234309449792,0.5226775178478359,-1.9825899547519914,-1.9220910116999845,-1.988776266863902,-0.5002138622096117,-1.8756437694936439,6879354,102
1.1361989611375676,-1.2770250479291139,-1.779629164050933,1.9868429750659602,1.965113644194471,-1.9756924618805152,-0.09651377546533668,-1.997216130822101,-1.7766979687411697,6879705,103
-1.8746318024517652,-1.8391638838477817,1.9925353963246826,-0.8145087749730583,-1.8936182143529603,1.8363438364492444,1.8860414192447237,1.909212587447031,0.47583609630442725,6879904,104
1.9822014100796292,-1.7865086388447207,1.9066269737583053,0.15978433921458357,1.995478523716735,-1.9451598810697106,-1.9005729770214854,-1.9757656563328434,1.9272599558878185,6879949,105
-1.9958196317291135,1.9847905395894179,-1.991511213742096,-1.9936364091362178,1.9437490918273805,-1.9304366608788457,-1.9626718364536868,1.9541606045892315,1.9937287416666245,6879953,106
-1.9686579325051388,1.9146613755620259,-1.983992333954806,-1.8430925473427278,-1.436729362859968,1.3259384865875383,-1.9332891821608027,1.9889484496437364,1.9634360866987428,6879969,107
-1.942498947493732,1.9802597435754279,1.8550290538242666,1.8219918586730754,-0.2544509023722817,-1.937847540249395,-0.24644088192029212,-1.6074933179059379,-1.9886676620606472,6880318,108
-0.3813600417271772,0.0898101621866072,1.9869092344811947,1.9890400646000235,-1.9160405735344364,-1.85170632075555,-1.7939455746693733,1.9830757831977155,0.6492121512640299,6880368,109
-1.795198035175317,-0.34108018764312054,1.8353698747232556,-1.9912258976396686,-1.8718452022383405,1.3760181202214796,0.31214761002992103,-1.9805697157547377,-1.1573848471204553,6880429,110
0.7467334104018473,0.3650616474698942,-1.9973706521528571,0.30724273139678876,-0.0920806283131243,1.9661320655168322,-1.994288728644854,1.996103523827747,1.9182990500677,6880615,111
1.9471827708927032,1.649889790012494,-0.32126421823599105,-1.8200337696405255,1.9979144819810233,-1.9686539232219706,-1.9392955366073514,1.9088881583905264,1.9916530032552726,6880666,112
1.8968521860326302,0.9188558907847871,1.9846924155165504,-1.9542566531913743,1.9669441885566536,1.9759326795948176,-1.9579393533688598,-1.704930316016735,-1.9655012355034125,6880728,113
-1.4879454439765374,-0.668742064807939,1.994390114210546,1.495721483592731,-1.7726882700027278,-1.9092471780689806,-1.9656464718908346,1.9833614804024873,-1.899852164944312,6880791,114
1.9275460406195717,1.9974791901034152,1.9768787753370272,-1.9554375526105963,-1.8220317173616687,-1.9289249726820281,0.2543361477219044,-1.6872504470685705,-0.5992213646740243,6880794,115
1.0440884573829332,1.9818235230700718,1.793508169917384,1.095112724237861,1.3907398744211665,-1.9894797958268249,-0.5708550625711025,1.118316794745624,1.8543813078626032,6880877,116
-0.40880174571351807,-1.952461066792539,-1.082569130590159,-1.9738558741572154,-1.949842394278589,1.9512951930984856,1.945238604041443,1.9859077829435958,-1.969766273189351,6882722,117
1.9092064583819315,1.8437481424047784,1.9282609942372315,-1.9881778530623213,0.0934973297663072,-1.92548573419063,1.9900244312251762,1.992936308405677,1.9783416287927735,6883347,118
-0.8712009045580243,-1.9729392981234102,-1.923401880492092,-1.9184494701998616,-1.9795718580370123,1.9562973178230127,-1.9634465986623797,-0.3882522687950711,1.989940479464457,6883566,119
-0.4625362480753513,-0.3459709477868209,1.9026919702010745,-1.9860454929915083,-1.9661540881722606,1.237565061184481,1.768638192369541,-1.5335781171967404,-1.9079147791190367,6883823,120
1.863642994995645,1.9534153442294315,1.9942526096137516,-1.9568830030696502,-1.8049921788141385,1.9923751750653769,-0.07471344728477883,1.9896799756796182,1.9539623794455447,6884008,121
-1.967911398302588,-1.9120976212308556,1.8352787284522638,-1.9582204733965303,1.8717635656507619,-0.23757140913390906,1.3351885649891684,-0.374092850583879,-1.9297124367992242,6884010,122
1.5381206383250277,1.8910401101864274,-1.9730716109564743,1.9568424111464422,0.10401183151368296,1.9212362675244996,0.20920937127822437,-1.9800847016928784,1.855918399989605,6884181,123
1.998797896351079,1.9832452602165815,1.6033240966932365,-1.9810502044575562,0.8459172070625935,-1.9698530455646828,1.8681316808437332,-1.9220190812452527,1.9942973562016515,6884239,124
1.9979986935236138,-1.6909070734500933,-0.41272990481751204,1.8966928832232952,1.8365121278190373,-1.870118269850738,0.46413526224903495,0.11536482844457291,-1.6264192925083534,6884282,125
1.9452228352784904,-1.9752518615455583,-0.8000137506740373,-1.9809196757684917,-1.9930276996748644,-0.25883761127774674,1.9904711036764497,-1.7720520524308085,1.7622688731731404,6884438,126
1.8689089012966265,1.8873312056360663,-1.9616920677758902,1.7474239837525412,-1.359551939546649,1.9557929277140087,1.9982624049690216,-1.9803081879623954,1.997480205466993,6884510,127
1.9263214737209202,-1.9545454598705618,-1.5855656169624701,0.4886882828515444,-0.6954893225066757,1.9383980957195541,-1.948799804757945,-1.9822192299083978,1.6191900617952693,6884512,128
1.992774261534532,0.6647339548647153,-1.4517259886488318,-0.03381827147092875,0.9286853901064016,1.9610874403414114,-0.14198252623243499,-1.988621584996298,-1.9692925144066324,6884599,129
-0.8999992891261204,-1.9462810389224996,-1.0475719829380412,-1.9161924246625703,-1.9689470465926153,1.9578696962316346,1.9947664043946023,1.872844644662241,1.990800649900525,6884668,130
